@relation 'Twitter Sentiment Analysis SemEval Dataset'

@attribute content string
@attribute class {positive,neutral,negative}

@data
'Redbacks collapse against Tigers: Ricky Ponting and Luke Butterworth made Wednesday a tough day at the office for... http://t.co/gvPaacG5',negative
'Explore the work of Jeff Carter - a writer, photographer, chronicler of life in the bush. Coming up on Artscape, Aug 14 http://t.co/Vrk9sUk2',negative
'Wait--there\'s going to be an August: Osage County movie with Meryl Streep? Holy crap! http://t.co/5D24HGGC',negative
'This Olive Garden commercial is so stupid. Why would I want old pasta tomorrow?',negative
'Going to watch Connor run the 4x100m relay in State Athletics Championships at Olympic Park tomorrow. Wishing him luck!! #runforrestrun',positive
'I\'m totally going to ace the SAT!! #justkidding #iwish',positive
'State farm may have the discount double check but thanks to my wife I have the hotel room triple check   No socks left behind',positive
'We\'re excited for Thursday\'s gadget equivalent to the Oscars - the Stuff Awards. See which gizmos made the shortlist... http://t.co/BArjKODi',positive
'If the NHL lockout ended, Preds would have 2 road games 1st week in October (St. Louis - Oct 2nd & Wash.- Oct 5th) according to the website.',negative
'oh yeah the boys in Raleigh tomorrow night yessirrr my first time at state hope it treat me righttttt',positive
'On this night of fine footy finals for the NRL & AFL, may I take a moment to say the first round of Super rugby is only 148 sleeps away :)',positive
'I may throw the illest \\\"\"Fade Route\\\"\" ....I should enter the NFL Combine, lol',negative
'I like who I am now. Other people may not. I\'m comfortable. I feel freer now. I don\'t want growing older to matter to me. - Meryl Streep',positive
'\\\"\"@gabrielmaturan5: Catch me on Sarah G Live this sunday!! Hehe Ingat guys! Goodnight! Love you!! :****\\\"\"',positive
'TOM+LORENZO talk about the girls at ELLE\'s Women in Hollywood Celebration! Check out Viola Davis in RAOUL! http://t.co/S9fUYbab',negative
'May the odds be ever in your favor, Aussie Directioners! Aha! ;)',positive
'Okay. My sister is freaking out because Allstar isn\'t playing at the Wildwood Show tomorrow LMFAOOOO!',positive
'Allstar game weekend in Texas for the 21st bday.....oh yea',negative
'@sharmaro84 Sharon, Hi, you may be interested in this ----> Jeff Timmons on Paul And Matty Show http://t.co/2bDUsbU0',positive
'Another Estella video you may not have seen  http://t.co/BT0hHd9g',negative
'I\'m definitely going to that cypress game Friday.',positive
'If there were a category for best drunk acting in the Oscars, this 21st birthday girl might edge out Mary Elizabeth Winstead. #magicmike',negative
'Which dj on the Star-lite line up is the host of BBC 1xtra\'s Tuesday night UKG show  a) Rampage....b) Jamie Duggan...c) Cameo',negative
'The Oscars nominations are going to be announced on a Thursday, at 1.30 pm. I guess I\'ll have to be late for Math class... :D',negative
'Wifey & Princess are going up to Granda\'s for thanksgiving today. I go Sunday. I think I\'ll watch Goon!',positive
'Can\'t wait to see @CherLloyd at the House of Blues September 18th! #Stoked',positive
'Pakistan through to the Semi-Finals at India\'s expense and will be facing West Indies on Friday! #WT20',negative
'Boarded up and Evacuated: Ritz Carlton at the Battery http://t.co/TfX4RAhI--stayed her with @JasmineAlexis for her 21st bday',negative
'8th caution, Danica Patrick and Cassill got into it. Danica\'s going to the garage, hit Cassill then the wall. #HC400',negative
'Last licks for the #RedSox, coming up in the top of the 9th. \\\"\"Volare\\\"\" by the Gipsy Kings means it\'s Frieri time.',negative
'2nd successive #WT20 winner against #Pakistan in the Semi-Finals has lost the Final',negative
'Tomorrow Venus will transit the sun for the last time for the next 105 Forecast - #weatherbomb #9571',negative
'I just realized that Thalia is going to be tortured tomorrow for an hour lmao',negative
'I\'m gonna just don it during school tomorrow. Math in TOK, History in Math and Bio, and Spanish during lunch. Yup that sounds about right.',positive
'guys the Trayvon Martin case doesn\'t start til JUNE 10,TWENTY THIRTEEN!!! #STEEP #GRADUATION',negative
'#GRASS/WOODS_FIRE - (Lawrence County) Bridgeport Fire dispatched to the 6th Curve into Petrolia (trust me, if you... http://t.co/OzPPvxap',negative
'\'Saturday Kitchen\' is on and it\'s Sunday. Mind = fucked.',negative
'Stuffed Pork Chop dinner 5-8p Sat night at Eagles Club in Cedar Rapids..1735 11th Street NW. I\'m guest bartending.I DON\'T make fufu drinks!',negative
'Western Force kicks off new Super Rugby season on the road - Herald Sun http://t.co/RD6If1yI #Melbourne #News',negative
'Is Paul George gonna take the T-Mac step in his 3rd year? Hope so',positive
'Uh oh..just turned on Cardinals game...1st thing I see State Farm commercial with Kerry Wood..not a good sign for #Cardinals',negative
'Shorty with the wolf pussy off Friday After Next on Martin',negative
'The big day is TOMORROW! Mau XTERRA World Championships at the Ritz Carlton at 9:30AM! http://t.co/O0KY5kaz',negative
'@remittancegirl What *I\'d* like would be for you to do one of those cooking segments on Saturday Kitchen.  That looked marvellous. @maydeva',positive
'OptaJoe: 1 - Norwich City have now become the 20th and final team of this Premier League season to score a goal from... http://t.co/bZcI4Y0a',negative
'@King24George I\'m excited to get my Paul George jersey signed by you Sunday at the fan jam!',positive
'H&M delivery is SO shit. I ordered things and paid extra for next day delivery on Saturday and it still hasn\'t come',negative
'@adrian__one Thanks for the kind words dude :),See you in December and on Soundwave.',positive
'FM Preview: West Ham United v Sunderland 22 Sep 2012: FootyMad attempt to assist you with their form guide as West... http://t.co/3PrijOGy',negative
'@Kibsta91 Was at Barnet for Edgar Davids\' debut on Friday then FA Cup yesterday. Blog very nice, thanks. You had much feedback on the first?',positive
'I remember having to watch the Daytona 500 for Mr. Hoak\'s class in 7th grade. #goodtimes @AshleyHoak',positive
'Psych and garage rock fans will love @THEVACANTLOTS @LovelyBadTweets & @__cosmonauts__  at the Echo on Nov 6th! Tix http://t.co/Kh7ZPEqE',positive
'Should I go to the Flowing Wells and Marana game tomorrow?',negative
'@tabor36 @longballgirl @LB_AZ thinking about watching the AFL Rising Stars game Sat.  Anyone know if they have posted the rosters yet? #AZFL',negative
'Oh great, weather warning for Tayside and I\'m going to Dundee tomorrow.  Hope I don\'t get stranded up there #help',positive
'Omg Journey 2: the mysterious island is on DVD Monday! I love that film!',positive
'In the Carling Cup previously, Arsenal played their 2nd string, but even then you could count on Bendtner / Vela to grab a few goals #nb52',negative
'Spacious 4 BDR 2 BTH Home with upstairs Bonus Room. Large 3rd acre lot on quiet cul-de-sac. Upstairs BDR has room... http://t.co/0beft8cs',negative
'@Becker_Boris It\'s almost 2 am in BKK but I can\'t sleep after the game. It isn\'t the 1st time we lost cuz of ref.',negative
'@LouRoberg hey Lou I got a good deal on a bunker I can sell you on Nov 7th  #rightwingparanoia',positive
'still have no costume for Saturday @TheKingcrawlers - if dead rock stars is on, John Belushi it is in Juliet Jake Blues guise',negative
'@RonanJones95 i may be going to see England vs Aus at Twickers, #oooosh',negative
'HuffingtonPost: Tomorrow Venus, Jupiter, and the moon will align for a brilliant night show http://t.co/xUMwfSzH',positive
'Anyone wanting Roger Sanchez tickets for v-club on the 19th of october get in touch i have coach and entry... http://t.co/wDyLdwgR',negative
'@SouthwoodEllie @louisechall Love first Friday of the month! Is this your last arraignment day Lou? Newsworthy list to finish with if so!',positive
'Norwich City are gonna get destroyed today against Villa this afternoon! C\'mon you villaaaans!! @AVFCOfficial',negative
'I have a good feeling about Saturday the money will be coming my way! @LewisHobbs93  @DCFCSPOONZ Jacob',positive
'Bring the Whole Family for a Weekend of Sun, Fun & Healthy Living at Florida ...: Taking place at Jungle Island,... http://t.co/pDk07lsJ',positive
'I\'m going to be so lost at cypress tomorrow',negative
'@supertibbz ahh okay :) well they are playing in Aussie at Soundwave fest on the 24th. What other bands do you like?',negative
'The last two guys fighting for the immunity idol on Survivor were Jeff & Carter & the 1st thing I think of was Jeff Carter from the LA Kings',negative
'Lil Wayne Gets Intimate With Nicki Minaj\'s Lips! Caught Red Handed at the NBA All-Star Game (Exclusive Photos/Video) http://t.co/6EipSeEf',negative
'http://t.co/tpj4cWlx: Jarred Cosart talks about pitching in AFL\'s Rising Stars Game...and coming to Houston on Friday http://t.co/1FXmC2F5',negative
'1D have a surprise for Aussie Directioners with whispers they may return to the Australian Xfactor! http://t.co/WSuHZyGf (via @Navigating1D)',positive
'The 2012 Wine & Roses fundraiser is tonight Saturday, Oct 27th! The Pinery at Black Forest will be the setting of... http://t.co/jU0pgoQB',negative
'Benefit at the Rosedale firehouse for my trip to Texas is on Friday 4-7! $7 for hearty meal and dessert! There will be a silent auction also',negative
'Oneil\'s Barber & Beauty will be open Monday @ 10am and not closing to the last person leave!  #WeGrind',positive
'It\'s this Thursday night!  B95\'s 11th annual Hold \'em For Hope Texas Hold \'em Poker tourney at the Eagles Club in... http://t.co/AqoeaKt7',negative
'@_WestsideBG so if Martin gets 15 in the first three quarters and none in the 4th when Harden usually takes over he had the same impact?',negative
'For a freebie on Sunday the Limelight Night @ Rich Mix from 7pm showing free horror films - get on the guest list here: http://t.co/xnppSp6j',negative
'Bioshock Infinite release date February 23. \\\"\"Would you kindly....\\\"\" just get here, already!',negative
'@dubonew  Plz,Transfer money in TOMORROW!!. Because we want to success before SM Town in BKK.we have a big project for minseok ^^',negative
'Brrrr that was a shock this am! +2C windy so feels chilly but some sun :) We are colder than Siberia so the tabs... http://t.co/av4kWLrx',negative
'Vronsky in the Philippines? Banana Karenina banished O\'Trivia to Siberia last Monday Night at Red Lion Tavern!',negative
'Danica Patrick let her temper get the best of her Sunday and knocked herself out of NASCAR race http://t.co/ziT7wf95',negative
'#np Ni**as In Paris - JayZ & Kanye, cant wait to see the live in June #watchthethrone',positive
'@AFirdauz ktorg 3rd year da start clinical years. Half a year kt India lagi 2 tahun stgh kt Melaka. What about u?',negative
'Actors have the Academy Awards, Recording Artists have the Grammys, and now..DJ\'s have the GSA\'s!! - NOMINEES ANNOUNCED TOMORROW 10/9',negative
'@thewhitedevil42 @tpbadam Umm... They have these two players, you may never have heard of them, named Sidney Crosby and Evgeni Malkin?',negative
'Olive Garden\'s Dinner Today & Dinner Tomorrow special, for the person who thinks \\\"\"Hey, that was terrible! Wonder what it\'s like microwaved?\\\"\"',negative
'hopefully going to go see Romeo Santos with Catherine on december WOOT WOOT :D <3,<3',positive
'My friend Bailey is going to Allstar\'s show tomorrow.......',negative
'Watching \\\"\"Good Deeds\\\"\" for the 1st time & I\'m here all emotional & crap. Smh',negative
'Nov 10th Lady Urban(E) aka Ace will be having mixtape release party at the Medowlark...Rt Rt',negative
'Looking forward to inspiring the makeup artists of tomorrow with my Red Carpet workshop at @makeupsfx in Liverpool as guest lecturer',positive
'@GregUnittXIV I hate to say it but I think it\'ll go to penalties tomorrow. I just have that feeling, like I had before the Carling Cup Final',negative
'Probably not going to be seeing much of the Semi-finals tomorrow because I\'m going shopping around lunchtime',negative
'AYYYYYE!!! Baby Girl Fresh will be at the HOUSE OF BLUES in December! Make sure yall come out and SUPPORT!  http://t.co/5D1UBeLB',positive
'Tomorrow will be the day that Ian Holloway is a hero. He will say no to palace and he will show \\\"\"loyality\\\"\" and we will go on to beat Derby!',negative
'Oneil says Vaughn will be sold in January. His crime? Passed the ball forward more than 3 times today!!!',negative
'Estella has become really dramatic all of a sudden. It\'s really cute now but I feel like at some point it may become a problem  #girls>boys',negative
'Derrick Williams and the Stiemer enter the agme for Pek and Klove late in 1st quarter with Wolves leading 18-15',negative
'@IamKatieduke Did it look like John Belushi? (you\'re probably too young for that joke.) http://t.co/E4beZWkE',negative
'Did you know that Doug Wead and Jeremy Richter, the short film \\\"\"Elektable\\\"\" out June 28, is going to be doing a... http://t.co/b4PuJ1c7',negative
